1.72369e+07	0
1.89971e+07	5.28057e+06
2.0211e+07	8.92226e+06
2.12175e+07	1.19417e+07
2.20542e+07	1.44519e+07
2.28207e+07	1.67514e+07
2.35182e+07	1.8844e+07
2.41475e+07	2.07317e+07
2.47414e+07	2.25134e+07
2.53003e+07	2.41903e+07
2.58571e+07	2.58608e+07
2.63467e+07	2.73294e+07
2.68344e+07	2.87926e+07
2.73204e+07	3.02506e+07
2.77721e+07	3.16056e+07
2.81894e+07	3.28576e+07
2.86053e+07	3.41051e+07
2.90196e+07	3.53481e+07
2.93997e+07	3.64885e+07
2.97785e+07	3.76247e+07
3.01558e+07	3.87569e+07
3.0499e+07	3.97865e+07
3.08409e+07	4.08121e+07
3.11815e+07	4.18339e+07
3.15209e+07	4.28519e+07
3.18261e+07	4.37675e+07
3.2163e+07	4.47782e+07
3.24328e+07	4.55877e+07
3.27344e+07	4.64924e+07
3.30348e+07	4.73937e+07
3.33011e+07	4.81926e+07
3.35663e+07	4.89881e+07
3.38303e+07	4.97803e+07
3.40933e+07	5.05691e+07
3.43552e+07	5.13548e+07
3.45829e+07	5.20381e+07
3.48427e+07	5.28174e+07
3.50684e+07	5.34945e+07
3.52931e+07	5.41685e+07
3.55167e+07	5.48396e+07
3.57394e+07	5.55076e+07
3.59281e+07	5.60735e+07
3.61488e+07	5.67358e+07
3.63355e+07	5.7296e+07
3.65545e+07	5.79527e+07
3.67394e+07	5.85074e+07
3.69234e+07	5.90594e+07
3.71065e+07	5.96087e+07
3.72887e+07	6.01555e+07
3.7437e+07	6.06003e+07
3.76176e+07	6.1142e+07
3.77642e+07	6.15818e+07
3.79431e+07	6.21188e+07
3.80881e+07	6.25538e+07
3.82324e+07	6.29864e+07
3.84091e+07	6.35165e+07
3.85518e+07	6.39447e+07
3.86938e+07	6.43708e+07
3.88019e+07	6.46949e+07
3.89425e+07	6.51167e+07
3.90824e+07	6.55365e+07
3.92217e+07	6.59543e+07
3.9327e+07	6.62703e+07
3.9465e+07	6.66843e+07
3.95691e+07	6.69965e+07
3.96725e+07	6.73069e+07
3.97754e+07	6.76154e+07
3.99109e+07	6.80222e+07
4.00126e+07	6.83273e+07
4.01138e+07	6.86307e+07
4.02144e+07	6.89325e+07
4.03145e+07	6.92327e+07
4.03807e+07	6.94314e+07
4.04797e+07	6.97285e+07
4.05783e+07	7.00242e+07
4.0643e+07	7.02184e+07
4.07406e+07	7.05112e+07
4.08044e+07	7.07026e+07
4.09011e+07	7.09928e+07
4.09641e+07	7.11815e+07
4.10599e+07	7.14691e+07
4.1122e+07	7.16554e+07
4.11837e+07	7.18404e+07
4.1245e+07	7.20243e+07
4.13059e+07	7.22071e+07
4.13665e+07	7.23888e+07
4.14267e+07	7.25694e+07
4.14866e+07	7.2749e+07
4.15461e+07	7.29276e+07
4.16053e+07	7.31052e+07
4.16642e+07	7.32819e+07
4.17228e+07	7.34577e+07
4.17477e+07	7.35323e+07
4.18057e+07	7.37064e+07
4.18635e+07	7.38797e+07
4.18875e+07	7.39519e+07
4.19448e+07	7.41236e+07
4.19683e+07	7.41942e+07
4.20251e+07	7.43645e+07
4.20482e+07	7.44338e+07
4.21045e+07	7.46027e+07
4.21271e+07	7.46708e+07
4.21496e+07	7.47381e+07
4.22053e+07	7.49053e+07
4.22274e+07	7.49715e+07
4.22493e+07	7.50373e+07
4.22711e+07	7.51025e+07
4.22926e+07	7.51672e+07
4.2314e+07	7.52314e+07
4.23353e+07	7.52953e+07
4.23564e+07	7.53587e+07
4.23775e+07	7.54217e+07
4.23983e+07	7.54843e+07
4.24191e+07	7.55466e+07
4.24398e+07	7.56086e+07
4.24603e+07	7.56702e+07
4.24807e+07	7.57315e+07
4.25011e+07	7.57926e+07
4.24879e+07	7.5753e+07
4.25081e+07	7.58136e+07
4.25282e+07	7.5874e+07
4.25148e+07	7.58337e+07
4.25348e+07	7.58938e+07
4.25547e+07	7.59535e+07
4.25412e+07	7.59128e+07
4.2561e+07	7.59724e+07
4.25473e+07	7.59313e+07
4.25671e+07	7.59907e+07
4.25534e+07	7.59495e+07
4.25731e+07	7.60087e+07
4.25594e+07	7.59674e+07
4.2579e+07	7.60265e+07
4.25653e+07	7.59851e+07
4.25849e+07	7.60441e+07
4.25712e+07	7.60028e+07
4.25574e+07	7.59614e+07
4.2577e+07	7.60205e+07
4.25633e+07	7.59792e+07
4.25496e+07	7.5938e+07
4.25358e+07	7.58968e+07
4.25556e+07	7.59561e+07
4.2542e+07	7.59152e+07
4.25283e+07	7.58743e+07
4.25147e+07	7.58336e+07
4.25012e+07	7.57929e+07
4.24877e+07	7.57524e+07
4.24742e+07	7.5712e+07
4.24943e+07	7.57721e+07
4.24809e+07	7.57321e+07
4.24676e+07	7.56923e+07
4.24544e+07	7.56526e+07
4.24413e+07	7.56131e+07
4.24282e+07	7.55738e+07
4.24151e+07	7.55348e+07
4.24022e+07	7.54959e+07
4.23893e+07	7.54573e+07
4.23765e+07	7.54189e+07
4.23303e+07	7.52803e+07
4.23177e+07	7.52425e+07
4.23052e+07	7.52049e+07
4.22928e+07	7.51676e+07
4.22804e+07	7.51305e+07
4.22681e+07	7.50937e+07
4.2256e+07	7.50572e+07
4.22104e+07	7.49205e+07
4.21985e+07	7.48847e+07
4.21866e+07	7.48492e+07
4.21749e+07	7.48139e+07
4.21632e+07	7.47789e+07
4.21182e+07	7.46439e+07
4.21068e+07	7.46097e+07
4.20955e+07	7.45757e+07
4.20842e+07	7.4542e+07
4.20397e+07	7.44085e+07
4.20288e+07	7.43756e+07
4.20179e+07	7.4343e+07
4.19737e+07	7.42105e+07
4.19631e+07	7.41787e+07
4.19526e+07	7.41472e+07
4.19089e+07	7.40159e+07
4.18986e+07	7.39852e+07
4.18551e+07	7.38545e+07
4.18451e+07	7.38247e+07
4.18353e+07	7.37951e+07
4.17921e+07	7.36657e+07
4.17826e+07	7.3637e+07
4.17397e+07	7.35083e+07
4.17304e+07	7.34805e+07
4.16878e+07	7.33526e+07
4.16788e+07	7.33256e+07
4.16364e+07	7.31985e+07
4.16277e+07	7.31724e+07
4.1619e+07	7.31464e+07
4.15772e+07	7.30209e+07
4.15688e+07	7.29957e+07
4.15273e+07	7.28711e+07
4.14857e+07	7.27466e+07
4.14779e+07	7.2723e+07
4.14367e+07	7.25994e+07
4.14291e+07	7.25767e+07
4.13882e+07	7.2454e+07
4.13809e+07	7.24321e+07
4.13404e+07	7.23104e+07
4.13333e+07	7.22892e+07
4.12931e+07	7.21686e+07
4.12529e+07	7.20481e+07
4.12464e+07	7.20284e+07
4.12066e+07	7.1909e+07
4.12002e+07	7.18899e+07
4.11608e+07	7.17716e+07
4.11214e+07	7.16535e+07
4.11155e+07	7.16359e+07
4.10765e+07	7.15189e+07
4.10376e+07	7.14021e+07
4.10322e+07	7.1386e+07
4.09937e+07	7.12703e+07
4.09552e+07	7.11549e+07
4.09503e+07	7.11401e+07
4.09122e+07	7.10259e+07
4.08742e+07	7.09118e+07
4.08697e+07	7.08984e+07
4.08321e+07	7.07856e+07
4.07946e+07	7.0673e+07
4.07571e+07	7.05607e+07
4.07534e+07	7.05494e+07
4.07164e+07	7.04384e+07
4.06794e+07	7.03276e+07
4.0676e+07	7.03174e+07
4.06395e+07	7.02079e+07
4.06031e+07	7.00986e+07
4.05668e+07	6.99897e+07
4.0564e+07	6.99813e+07
4.05281e+07	6.98737e+07
4.04923e+07	6.97663e+07
4.04566e+07	6.96592e+07
4.04544e+07	6.96527e+07
4.04192e+07	6.95469e+07
4.03841e+07	6.94415e+07
4.0349e+07	6.93363e+07
4.03141e+07	6.92315e+07
4.03127e+07	6.92275e+07
4.02782e+07	6.9124e+07
