1e+08	2.22045e-16	2.22045e-16
1e+08	2.22045e-16	2.22045e-16
1e+08	2.22045e-16	2.22045e-16
1e+08	2.22045e-16	2.22045e-16
1e+08	2.22045e-16	2.22045e-16
1e+08	2.22045e-16	2.22045e-16
1e+08	2.22045e-16	2.22045e-16
1e+08	2.22045e-16	2.22045e-16
9.98905e+07	2.22045e-16	2.22045e-16
9.96852e+07	2.22045e-16	2.22045e-16
9.94813e+07	2.22045e-16	2.22045e-16
9.92789e+07	2.22045e-16	2.22045e-16
9.90779e+07	2.22045e-16	2.22045e-16
9.88784e+07	2.22045e-16	2.22045e-16
9.86803e+07	2.22045e-16	2.22045e-16
9.84837e+07	2.22045e-16	2.22045e-16
9.82885e+07	2.22045e-16	2.22045e-16
9.80946e+07	2.22045e-16	2.22045e-16
9.79022e+07	2.22045e-16	2.22045e-16
9.77112e+07	2.22045e-16	2.22045e-16
9.75215e+07	2.22045e-16	2.22045e-16
9.73332e+07	2.22045e-16	2.22045e-16
9.71462e+07	2.22045e-16	2.22045e-16
9.69605e+07	2.22045e-16	2.22045e-16
9.67762e+07	2.22045e-16	2.22045e-16
9.65932e+07	2.22045e-16	2.22045e-16
9.64115e+07	2.22045e-16	2.22045e-16
9.62312e+07	2.22045e-16	2.22045e-16
9.6052e+07	2.22045e-16	2.22045e-16
9.58742e+07	2.22045e-16	2.22045e-16
9.56976e+07	2.22045e-16	2.22045e-16
9.55223e+07	2.22045e-16	2.22045e-16
9.53482e+07	2.22045e-16	2.22045e-16
9.51754e+07	2.22045e-16	2.22045e-16
9.50038e+07	2.22045e-16	2.22045e-16
9.48333e+07	2.22045e-16	2.22045e-16
9.46641e+07	2.22045e-16	2.22045e-16
9.44961e+07	2.22045e-16	2.22045e-16
9.43293e+07	2.22045e-16	2.22045e-16
9.41637e+07	2.22045e-16	2.22045e-16
9.39992e+07	2.22045e-16	2.22045e-16
9.38359e+07	2.22045e-16	2.22045e-16
9.36737e+07	2.22045e-16	2.22045e-16
9.35127e+07	2.22045e-16	2.22045e-16
9.33528e+07	2.22045e-16	2.22045e-16
9.3194e+07	2.22045e-16	2.22045e-16
9.30363e+07	2.22045e-16	2.22045e-16
9.28798e+07	2.22045e-16	2.22045e-16
9.27243e+07	2.22045e-16	2.22045e-16
9.25699e+07	2.22045e-16	2.22045e-16
9.24166e+07	2.22045e-16	2.22045e-16
9.22644e+07	2.22045e-16	2.22045e-16
9.21132e+07	2.22045e-16	2.22045e-16
9.19631e+07	2.22045e-16	2.22045e-16
9.1814e+07	2.22045e-16	2.22045e-16
9.1666e+07	2.22045e-16	2.22045e-16
9.1519e+07	2.22045e-16	2.22045e-16
9.1373e+07	2.22045e-16	2.22045e-16
9.1228e+07	2.22045e-16	2.22045e-16
9.10841e+07	2.22045e-16	2.22045e-16
9.09411e+07	2.22045e-16	2.22045e-16
9.07991e+07	2.22045e-16	2.22045e-16
9.06581e+07	2.22045e-16	2.22045e-16
9.05181e+07	2.22045e-16	2.22045e-16
9.03791e+07	2.22045e-16	2.22045e-16
9.0241e+07	2.22045e-16	2.22045e-16
9.01038e+07	2.22045e-16	2.22045e-16
8.99676e+07	2.22045e-16	2.22045e-16
8.98324e+07	2.22045e-16	2.22045e-16
8.96981e+07	2.22045e-16	2.22045e-16
8.95647e+07	2.22045e-16	2.22045e-16
8.94322e+07	2.22045e-16	2.22045e-16
8.93006e+07	2.22045e-16	2.22045e-16
8.917e+07	2.22045e-16	2.22045e-16
8.90402e+07	2.22045e-16	2.22045e-16
8.89113e+07	2.22045e-16	2.22045e-16
8.87833e+07	2.22045e-16	2.22045e-16
8.86562e+07	2.22045e-16	2.22045e-16
8.85299e+07	2.22045e-16	2.22045e-16
8.84045e+07	2.22045e-16	2.22045e-16
8.828e+07	2.22045e-16	2.22045e-16
8.81563e+07	2.22045e-16	2.22045e-16
8.80335e+07	2.22045e-16	2.22045e-16
8.79115e+07	2.22045e-16	2.22045e-16
8.77903e+07	2.22045e-16	2.22045e-16
8.767e+07	2.22045e-16	2.22045e-16
8.75504e+07	2.22045e-16	2.22045e-16
8.74317e+07	2.22045e-16	2.22045e-16
