16-7				
p	q	astrain	rstrain1	rstrain2
1003.824473	9.63742	0	0	0
1015.923183	45.93355	0.000027226	0	0
1020.762683	60.45205	5.583E-05	0	0
1017.899617	67.70285	5.5592E-05	3.55E-07	3.61E-07
1020.319383	74.96215	5.5133E-05	3.55E-07	3.61E-07
1028.021917	82.22975	0.000054452	0	0
1020.319383	74.96215	8.4656E-05	3.55E-07	3.61E-07
1030.44165	89.48895	8.3516E-05	0	0
1033.713383	96.74815	0.00011258	0	0
1027.578617	96.73985	0.000112801	-1.99E-05	3.61E-07
1030.850233	103.9987	0.000112342	-1.99E-05	3.61E-07
1037.7009	111.2667	0.000141188	-2.0261E-05	0
1035.281233	104.0077	0.000141647	0	0
1040.120567	118.5257	0.000140728	0	0
1032.418233	111.2587	0.000141409	3.55E-07	3.61E-07
1040.120567	118.5257	0.000170252	0	0
1038.5529	111.2667	0.000170711	-2.0261E-05	0
1037.257567	125.7767	0.000170014	3.55E-07	3.61E-07
1048.2319	140.3037	0.000198397	0	0
1042.097233	140.2957	0.000198618	-1.99E-05	3.61E-07
1039.677233	133.0357	0.000199078	3.55E-07	3.61E-07
1047.3799	140.3037	0.00022792	0	0
1054.639233	162.0817	0.000256065	0	0
1047.788567	154.8137	0.000227222	-1.99E-05	3.61E-07
1047.788567	154.8137	0.000256746	-1.99E-05	3.61E-07
1046.936567	154.8137	0.000286273	3.55E-07	3.61E-07
1054.639233	162.0817	0.000256065	0	0
1054.1959	176.5917	0.000284891	3.55E-07	3.61E-07
1055.0479	176.5917	0.000314418	3.55E-07	3.61E-07
1059.478567	176.5997	0.00028467	-2.0261E-05	0
1054.1959	176.5917	0.000314418	3.55E-07	3.61E-07
1056.615567	183.8507	0.000313958	-1.99E-05	3.61E-07
1059.478567	176.5997	0.000314197	-2.0261E-05	0
1059.035233	191.1097	0.000343023	-1.99E-05	3.61E-07
1067.5899	198.3777	0.000371865	0	0
1066.7379	198.3777	0.000371865	-2.0261E-05	0
1063.8749	205.6287	0.000371627	-1.99E-05	3.61E-07
1066.294567	212.8877	0.000400691	-1.99E-05	3.61E-07
1073.9969	220.1547	0.00040001	-2.0261E-05	0
1073.9969	220.1547	0.00040001	-2.0261E-05	0
1074.8489	220.1547	0.000429534	-2.0261E-05	0
1071.577233	212.8957	0.000429993	-2.0261E-05	0
1072.429233	212.8957	0.000429993	-2.0261E-05	0
1077.2689	227.4147	0.000429074	-2.0261E-05	0
1068.714233	220.1467	0.000459282	-1.99E-05	3.61E-07
1073.5539	234.6657	0.000458363	-1.99E-05	-2.0014E-05
1073.5539	234.6657	0.000458363	-1.99E-05	-2.0014E-05
1073.5539	234.6657	0.000458363	-1.99E-05	-2.0014E-05
1073.5539	234.6657	0.000487887	-1.99E-05	3.61E-07
1086.0959	256.4517	0.00051581	-2.0261E-05	0
1086.9479	256.4517	0.00051581	-2.0261E-05	0
1089.367567	263.7107	0.000515351	-2.0261E-05	0
1084.084567	263.7017	0.000545096	-1.99E-05	3.61E-07
1088.072233	278.2207	0.000544177	-1.99E-05	3.61E-07
1095.7749	285.4887	0.000573019	-2.0261E-05	0
1088.924233	278.2207	0.000544177	-1.99E-05	3.61E-07
1093.3549	278.2287	0.000573479	-2.0261E-05	0
1098.194567	292.7477	0.000602083	-2.0261E-05	0
1092.911567	292.7387	0.000602305	-1.99E-05	3.61E-07
1100.614233	300.0067	0.000601624	-2.0261E-05	-2.0369E-05
1095.331567	299.9987	0.000631372	-1.99E-05	3.61E-07
1096.183567	299.9987	0.000601845	-1.99E-05	3.61E-07
1108.725567	321.7847	0.000659296	-2.0261E-05	0
1103.442567	321.7757	0.000629993	-1.99E-05	3.61E-07
1105.010567	329.0357	0.000659057	-1.99E-05	3.61E-07
1105.862567	329.0357	0.000659057	-1.99E-05	3.61E-07
1105.862567	329.0357	0.000688581	-1.99E-05	-2.0014E-05
1105.010567	329.0357	0.000688581	-1.99E-05	3.61E-07
1103.442567	321.7757	0.000689041	-1.99E-05	-2.0014E-05
1112.7129	336.3027	0.000717424	-2.0261E-05	-2.0369E-05
1118.404567	350.8217	0.000716505	-2.0261E-05	0
1112.269567	350.8127	0.000716726	-4.0161E-05	-2.0014E-05
1117.552567	350.8217	0.000746028	-4.0522E-05	-2.0369E-05
1122.800567	379.8497	0.000773935	-4.0161E-05	3.61E-07
1117.109233	365.3317	0.000745331	-1.99E-05	-2.0014E-05
1124.811567	372.5987	0.000774173	-2.0261E-05	-2.0369E-05
1124.811567	372.5987	0.000774173	-2.0261E-05	-2.0369E-05
1122.800567	379.8497	0.000803462	-1.99E-05	-2.0014E-05
1127.231567	379.8587	0.000803237	-4.0522E-05	0
1124.811567	372.5987	0.000803697	-2.0261E-05	0
1129.2079	401.6277	0.000831607	-4.0161E-05	-2.0014E-05
1134.490567	401.6357	0.000831386	-4.0522E-05	-2.0369E-05
1134.899233	416.1457	0.000860211	-1.99E-05	-2.0014E-05
1140.182233	416.1547	0.00085999	-4.0522E-05	-2.0369E-05
1140.182233	416.1547	0.00085999	-4.0522E-05	-2.0369E-05
1139.7389	430.6647	0.000859292	-1.99E-05	-2.0014E-05
1138.8869	430.6647	0.000888816	-4.0161E-05	-2.0014E-05
1136.467233	423.4057	0.000889275	-4.0161E-05	-2.0014E-05
1141.306567	437.9237	0.000888356	-4.0161E-05	-2.0014E-05
1141.306567	437.9237	0.00091788	-4.0161E-05	-2.0014E-05
1149.861233	445.1917	0.000917199	-4.0522E-05	-2.0369E-05
1146.1459	452.4417	0.000916961	-4.0161E-05	-2.0014E-05
1148.5659	459.7017	0.000946025	-4.0161E-05	-2.0014E-05
1146.1459	452.4417	0.000946484	-4.0161E-05	-2.0014E-05
1150.985567	466.9607	0.000975092	-4.0161E-05	-2.0014E-05
1151.837567	466.9607	0.000975092	-4.0161E-05	-2.0014E-05
1150.985567	466.9607	0.000975092	-4.0161E-05	-2.0014E-05
1158.688233	474.2287	0.001003935	-4.0522E-05	-2.0369E-05
1163.527567	488.7467	0.001003016	-4.0522E-05	-2.0369E-05
1155.8249	481.4787	0.001003697	-4.0161E-05	-2.0014E-05
1160.664567	495.9977	0.001032301	-4.0161E-05	-2.0014E-05
1158.2449	488.7387	0.001032761	-4.0161E-05	-2.0014E-05
1170.7869	510.5247	0.001031161	-4.0522E-05	-2.0369E-05
1170.7869	510.5247	0.001031161	-4.0522E-05	-2.0369E-05
1168.7759	517.7757	0.001060456	-4.0161E-05	-2.0014E-05
1167.9239	517.7757	0.001060456	-4.0161E-05	-2.0014E-05
1173.206567	517.7837	0.001060221	-4.0522E-05	-2.0369E-05
1170.343567	525.0347	0.001089507	-4.0161E-05	-2.0014E-05
1175.1829	539.5527	0.001088601	-4.0161E-05	-2.0014E-05
1180.4659	539.5617	0.001117887	-4.0522E-05	-2.0369E-05
1175.1829	539.5527	0.001118122	-4.0161E-05	-2.0014E-05
1186.157233	554.0797	0.001146501	-4.0522E-05	-2.0369E-05
1177.602567	546.8117	0.001147172	-4.0161E-05	-2.0014E-05
1183.737567	546.8207	0.001146971	-4.0522E-05	-2.0369E-05
1187.281567	575.8487	0.001145327	-4.0161E-05	-2.0014E-05
1194.984233	583.1167	0.001144656	-4.0522E-05	-2.0369E-05
1187.281567	575.8487	0.001174881	-4.0161E-05	-2.0014E-05
1192.973233	590.3677	0.001173942	-4.0161E-05	-2.0014E-05
1198.2559	590.3757	0.001203261	-8.1038E-05	-2.0369E-05
1197.4039	590.3757	0.001203261	-4.0522E-05	-2.0369E-05
1204.663233	612.1537	0.001231406	-4.0522E-05	-2.0369E-05
1205.515233	612.1537	0.001231406	-6.0777E-05	-4.0744E-05
1220.033567	655.7087	0.001258175	-6.0777E-05	-4.0744E-05
1206.639567	633.9227	0.001259752	-6.0422E-05	-4.0382E-05
1219.181567	655.7087	0.001258175	-6.0777E-05	-2.0369E-05
1216.7619	648.4497	0.001258611	-6.0777E-05	-4.0744E-05
1211.479233	648.4417	0.001288366	-6.0422E-05	-4.0382E-05
1209.059233	641.1817	0.001288836	-6.0422E-05	-4.0382E-05
1219.590233	670.2187	0.001316511	-6.0422E-05	-4.0382E-05
1219.181567	655.7087	0.001317216	-6.0777E-05	-4.0744E-05
1219.181567	655.7087	0.001317216	-6.0777E-05	-2.0369E-05
1223.5779	684.7377	0.001345126	-6.0422E-05	-4.0382E-05
1223.5779	684.7377	0.001345126	-6.0422E-05	-4.0382E-05
1225.997567	691.9967	0.001344656	-6.0422E-05	-4.0382E-05
1233.700233	699.2647	0.001343985	-6.0777E-05	-4.0744E-05
