16-5				
p	q	astrain	rstrain1	rstrain2
499.9366633	1.58479	0	0	0
504.7826333	16.1227	-9.06E-07	0	0
516.8975667	52.4675	2.6109E-05	0	0
514.4746	45.1986	5.5853E-05	0	0
519.3205667	59.7365	5.4945E-05	0	0
524.1665333	74.2744	8.3324E-05	0	0
524.1665333	74.2744	8.3324E-05	-2.0275E-05	0
524.1665333	74.2744	5.4036E-05	0	0
526.5895333	81.5434	8.2872E-05	-2.0275E-05	0
531.4355	96.0813	0.000111251	0	0
539.1414	103.359	0.000110562	-3.62E-07	-2.0744E-05
536.2814	110.619	0.00013963	0	0
539.1414	103.359	0.000110562	-0.000020637	-3.62E-07
533.8584	103.35	0.000140086	0	0
538.7044	117.888	0.000168466	-2.0275E-05	0
536.2814	110.619	0.00013963	0	0
541.1274	125.157	0.00016801	-2.0275E-05	0
543.9874	117.897	0.000197517	-3.62E-07	-3.62E-07
537.8514	117.888	0.000197753	-2.0275E-05	0
548.3964	146.964	0.000195936	-2.0275E-05	0
545.9734	139.695	0.000196389	-2.0275E-05	0
543.5504	132.426	0.000196845	-2.0275E-05	0
543.5504	132.426	0.000226133	-2.0275E-05	-2.0382E-05
548.3964	146.964	0.000225224	-2.0275E-05	0
550.8194	154.233	0.00025406	0	0
550.8194	154.233	0.00025406	-2.0275E-05	0
548.3964	146.964	0.000254512	-2.0275E-05	0
548.3964	146.964	0.0002838	-2.0275E-05	0
555.6654	168.771	0.000282439	-2.0275E-05	0
553.2424	161.502	0.000312183	-2.0275E-05	0
553.2424	161.502	0.000312183	-2.0275E-05	-2.0382E-05
553.2424	161.502	0.000312183	-2.0275E-05	-2.0382E-05
560.5114	183.309	0.000340106	-2.0275E-05	0
558.0884	176.04	0.000340562	-2.0275E-05	-2.0382E-05
563.3710667	176.048	0.000340326	-0.000020637	-3.62E-07
565.3574	197.847	0.000368489	-2.0275E-05	0
562.9344	190.578	0.000368941	0	-2.0382E-05
562.9344	190.578	0.000398229	-2.0275E-05	-2.0382E-05
574.6330667	212.393	0.000396632	-0.000020637	-2.0744E-05
570.2034	212.385	0.000396868	-2.0275E-05	-2.0382E-05
573.0630667	205.124	0.000397085	-0.000020637	-2.0744E-05
567.7804	205.116	0.000426609	-2.0275E-05	-2.0382E-05
580.3320667	226.931	0.000425011	-0.000020637	-3.62E-07
572.6264	219.654	0.000454991	-2.0275E-05	-2.0382E-05
580.3320667	226.931	0.000454299	-0.000020637	-2.0744E-05
570.2034	212.385	0.000455444	-2.0275E-05	-2.0382E-05
574.1964	226.923	0.000454535	-4.0543E-05	-2.0382E-05
582.7550667	234.2	0.000483134	-0.000020637	-2.0744E-05
582.3184	248.73	0.00051175	-4.0543E-05	-2.0382E-05
577.4724	234.192	0.000512659	-2.0275E-05	-2.0382E-05
587.1644	263.268	0.000510842	-4.0543E-05	-2.0382E-05
582.3184	248.73	0.00051175	-4.0543E-05	-2.0382E-05
587.6010667	248.738	0.000511514	-4.0905E-05	-2.0744E-05
592.0100667	277.805	0.000568509	-4.0543E-05	-2.0382E-05
587.1644	263.268	0.000540129	-2.0275E-05	-2.0382E-05
587.1644	263.268	0.000569417	-4.0543E-05	-2.0382E-05
589.5870667	270.536	0.000598253	-4.0543E-05	-2.0382E-05
592.0100667	277.805	0.000568509	-4.0543E-05	-2.0382E-05
587.1644	263.268	0.000598708	-4.0543E-05	-2.0382E-05
599.7160667	285.083	0.000597108	-0.000020637	-2.0744E-05
592.0100667	277.805	0.0005978	-4.0543E-05	-2.0382E-05
592.0100667	277.805	0.000627088	-4.0543E-05	-2.0382E-05
604.5620667	299.621	0.00062549	-4.0905E-05	-4.1132E-05
596.8560667	292.343	0.000626179	-2.0275E-05	-4.077E-05
601.7020667	306.881	0.000654559	-4.0543E-05	-2.0382E-05
596.8560667	292.343	0.000655467	-2.0275E-05	-2.0382E-05
606.5480667	321.419	0.000682938	-4.0543E-05	-4.077E-05
606.5480667	321.419	0.000682938	-4.0543E-05	-4.077E-05
612.9640667	343.226	0.000710865	-4.0543E-05	-4.077E-05
606.5480667	321.419	0.000682938	-4.0543E-05	-4.077E-05
606.5480667	321.419	0.000712226	-4.0543E-05	-4.077E-05
619.1000667	343.235	0.000710629	-4.0905E-05	-4.1132E-05
614.2540667	328.697	0.000740825	-4.0905E-05	-4.1132E-05
623.5090667	372.302	0.000767624	-4.0543E-05	-4.077E-05
613.8170667	343.226	0.000740153	-4.0543E-05	-4.077E-05
613.8170667	343.226	0.000769441	-4.0543E-05	-4.077E-05
618.6630667	357.764	0.000768532	-4.0543E-05	-4.077E-05
618.6630667	357.764	0.000768532	-4.0543E-05	-2.0382E-05
625.5157333	365.041	0.000797131	-4.0905E-05	-4.1132E-05
628.3550667	386.84	0.000796006	-4.0543E-05	-4.077E-05
628.7917333	372.31	0.000825966	-4.0905E-05	-4.1132E-05
623.0927333	357.772	0.000826875	-4.0905E-05	-4.1132E-05
633.6377333	386.848	0.000825058	-4.0905E-05	-4.1132E-05
631.2147333	379.579	0.00082551	-4.0905E-05	-4.1132E-05
623.5090667	372.302	0.00085549	-4.0543E-05	-4.077E-05
638.4837333	401.386	0.000882725	-4.0905E-05	-4.1132E-05
625.9320667	379.571	0.000855035	-4.0543E-05	-4.077E-05
635.6240667	408.647	0.000882509	-4.0543E-05	-4.077E-05
642.8930667	430.454	0.000910432	-4.0543E-05	-6.1152E-05
635.6240667	408.647	0.000882509	-4.0543E-05	-4.077E-05
642.8930667	430.454	0.000910432	-6.0818E-05	-4.077E-05
640.4700667	423.185	0.000910888	-4.0543E-05	-6.1152E-05
642.8930667	430.454	0.00093972	-6.0818E-05	-4.077E-05
640.4700667	423.185	0.000940176	-4.0543E-05	-4.077E-05
647.7390667	444.992	0.000968103	-6.0818E-05	-6.1152E-05
642.8930667	430.454	0.000969011	-6.0818E-05	-6.1152E-05
652.5850667	459.53	0.000967194	-6.0818E-05	-6.1152E-05
652.5850667	459.53	0.000996482	-6.0818E-05	-6.1152E-05
655.0080667	466.799	0.000996026	-6.0818E-05	-6.1152E-05
652.5850667	459.53	0.000996482	-6.0818E-05	-6.1152E-05
657.4310667	474.068	0.001024862	-6.0818E-05	-4.077E-05
657.4310667	474.068	0.001024862	-6.0818E-05	-6.1152E-05
659.8537333	481.336	0.001024409	-6.0818E-05	-6.1152E-05
656.5780667	474.068	0.001054149	-6.0818E-05	-6.1152E-05
667.1227333	503.143	0.001052332	-6.0818E-05	-6.1152E-05
662.2767333	488.605	0.001053241	-6.0818E-05	-6.1152E-05
682.0977333	532.228	0.00107957	-6.118E-05	-6.1514E-05
662.2767333	488.605	0.001082529	-6.0818E-05	-6.1152E-05
671.9687333	517.681	0.001080712	-6.0818E-05	-6.1152E-05
669.5457333	510.412	0.001110442	-6.0818E-05	-8.1541E-05
686.0907333	546.766	0.001107946	-8.1455E-05	-6.1514E-05
676.8147333	532.219	0.001109078	-6.0818E-05	-6.1152E-05
688.9297333	568.564	0.001136099	-6.0818E-05	-6.1152E-05
685.6537333	561.295	0.00116585	-6.0818E-05	-6.1152E-05
684.5207333	539.497	0.001108412	-6.118E-05	-6.1514E-05
689.3664	554.034	0.001166083	-6.118E-05	-8.1903E-05
684.0837333	554.026	0.001166316	-6.0818E-05	-6.1152E-05
691.3527333	575.833	0.001194236	-6.0818E-05	-8.1541E-05
686.5067333	561.295	0.001195134	-6.0818E-05	-8.1541E-05
693.7757333	583.102	0.00119377	-0.000081093	-8.1541E-05
693.7757333	583.102	0.001223055	-6.0818E-05	-8.1541E-05
693.7757333	583.102	0.00119377	-6.0818E-05	-8.1541E-05
699.0584	583.11	0.001222822	-8.1455E-05	-8.1903E-05
698.6217333	597.64	0.001222156	-0.000081093	-8.1541E-05
702.6147333	612.178	0.001279827	-0.000081093	-8.1541E-05
701.0447333	604.909	0.001280292	-0.000081093	-8.1541E-05
718.4424	641.262	0.001277763	-8.1455E-05	-8.1903E-05
703.4677333	612.178	0.001279827	-0.000081093	-8.1541E-05
711.1734	619.455	0.001279128	-8.1455E-05	-8.1903E-05
711.1734	619.455	0.001308412	-8.1455E-05	-8.1903E-05
708.3137333	626.716	0.001308213	-0.000081093	-8.1541E-05
705.0377333	619.447	0.001337963	-0.000081093	-8.1541E-05
708.3137333	626.716	0.001337497	-0.000081093	-8.1541E-05
718.0057333	655.792	0.001335667	-0.000081093	-8.1541E-05
715.5827333	648.523	0.001365417	-0.000081093	-8.1541E-05
718.0057333	655.792	0.001364951	-0.000081093	-8.1541E-05
730.5574	677.607	0.001392672	-8.1455E-05	-8.1903E-05
718.0057333	655.792	0.001364951	-0.000081093	-8.1541E-05
730.5574	677.607	0.001421956	-8.1455E-05	-0.000102285
727.6974	684.867	0.001392439	-0.000081093	-8.1541E-05
730.1204	692.136	0.001421258	-0.000081093	-0.000101923
734.9664	706.674	0.001420359	-0.000081093	-0.000101923
734.1134	706.674	0.001449644	-0.000081093	-0.000101923
732.5434	699.405	0.001450109	-0.000081093	-0.000101923
732.5434	699.405	0.001450109	-0.000081093	-0.000101923
731.6904	699.405	0.001479394	-0.000081093	-0.000101923
737.3894	713.943	0.001449211	-0.000081093	-0.000101923
747.0814	743.019	0.001476665	-0.000101361	-0.000101923
741.3824	728.481	0.001506882	-0.000101361	-0.000101923
734.9664	706.674	0.001478928	-0.000081093	-0.000101923
744.6584	735.75	0.0015357	-0.000081093	-0.000101923
752.3644	743.028	0.001505717	-0.000101723	-0.000102285
747.0814	743.019	0.001535234	-0.000101361	-0.000101923
747.0814	743.019	0.001535234	-0.000101361	-0.000101923
753.9344	750.297	0.001563853	-0.000101723	-0.000102285
761.6194	786.633	0.001591108	-0.000101361	-0.000101923
759.6330667	764.834	0.001562955	-0.000101723	-0.000102285
751.9274	757.557	0.001592905	-0.000101361	-0.000101923
747.0814	743.019	0.001564552	-0.000101361	-0.000101923
756.7734	772.095	0.001592006	-0.000101361	-0.000101923
754.3504	764.826	0.001621757	-0.000101361	-0.000122312
766.9020667	786.641	0.001620159	-0.000101723	-0.000102285
759.1964	779.364	0.001620858	-0.000101361	-0.000101923
769.3250667	793.91	0.001648978	-0.000101723	-0.000122674
766.4654	801.171	0.001648778	-0.000101361	-0.000101923
761.6194	786.633	0.001678961	-0.000101361	-0.000122312
764.0424	793.902	0.001678495	-0.000101361	-0.000122312
766.4654	801.171	0.001678063	-0.000101361	-0.000122312
771.7480667	801.179	0.00167783	-0.000101723	-0.000122674
776.1574	830.247	0.001734802	-0.000101361	-0.000122312
773.7344	822.978	0.001705983	-0.000101361	-0.000122312
776.1574	830.247	0.001734802	-0.000101361	-0.000122312
783.8630667	837.524	0.001734136	-0.000121998	-0.000122674
783.8630667	837.524	0.001734136	-0.000101723	-0.000122674
773.7344	822.978	0.001735268	-0.000101361	-0.000122312
778.5804	837.516	0.001763654	-0.000101361	-0.000101923
783.8630667	837.524	0.001763421	-0.000101723	-0.000122674
777.7274	837.516	0.001792938	-0.000121636	-0.000122312
781.4400667	830.255	0.001793171	-0.000101723	-0.000102285
783.4264	852.054	0.00179204	-0.000121636	-0.000122312
783.4264	852.054	0.00179204	-0.000121636	-0.000122312
793.5550667	866.6	0.001820159	-0.000121998	-0.000122674
787.8560667	852.062	0.001821091	-0.000121998	-0.000122674
784.9964	859.323	0.001850143	-0.000121636	-0.000122312
793.1184	881.13	0.001848778	-0.000121636	-0.000122312
793.1184	881.13	0.001878063	-0.000121636	-0.000122312
793.1184	881.13	0.001878063	-0.000121636	-0.000122312
795.5410667	888.398	0.00187763	-0.000121636	-0.000142694
795.5410667	888.398	0.001906915	-0.000121636	-0.000142694
794.6880667	888.398	0.00187763	-0.000121636	-0.000142694
802.8100667	910.205	0.00190555	-0.000121636	-0.000142694
797.9640667	895.667	0.001935733	-0.000121636	-0.000142694
810.0790667	932.012	0.001962755	-0.000121636	-0.000142694
802.8100667	910.205	0.001934835	-0.000121636	-0.000142694
807.6560667	924.743	0.001963221	-0.000121636	-0.000142694
807.6560667	924.743	0.001963221	-0.000121636	-0.000142694
810.0790667	932.012	0.00199204	-0.000121636	-0.000142694
812.5020667	939.281	0.001991607	-0.000121636	-0.000142694
810.0790667	932.012	0.00199204	-0.000121636	-0.000142694
819.7710667	961.088	0.002019527	-0.000121636	-0.000142694
815.3620667	932.021	0.002021091	-0.000121998	-0.000122674
814.9250667	946.55	0.002020426	-0.000141904	-0.000142694
817.3480667	953.819	0.002019993	-0.000121636	-0.000142694
824.6170667	975.626	0.002047913	-0.000121636	-0.000142694
829.4630667	990.164	0.002076299	-0.000121636	-0.000142694
827.0400667	982.895	0.002076732	-0.000141904	-0.000142694
822.1940667	968.357	0.002048346	-0.000121636	-0.000142694
834.3084	1004.7	0.002104652	-0.000141904	-0.000142694
829.4630667	990.164	0.002105584	-0.000141904	-0.000142694
834.7457333	990.172	0.002105351	-0.000142266	-0.000143056
836.7317333	1011.97	0.002133504	-0.000141904	-0.000142694
834.3084	1004.7	0.00213397	-0.000141904	-0.000142694
831.8860667	997.433	0.002134402	-0.000141904	-0.000163083
838.3020667	1019.24	0.002162322	-0.000141904	-0.000163083
843.1487333	1033.78	0.002190708	-0.000141904	-0.000163083
844.0017333	1033.78	0.002161424	-0.000141904	-0.000163083
849.2850667	1033.79	0.002190476	-0.000142266	-0.000163445
849.2850667	1033.79	0.002190476	-0.000142266	-0.000163445
849.2850667	1033.79	0.002190476	-0.000142266	-0.000143056
846.4250667	1041.05	0.002190276	-0.000141904	-0.000163083
846.4250667	1041.05	0.00221956	-0.000141904	-0.000163083
846.4250667	1041.05	0.002190276	-0.000141904	-0.000163083
848.8484	1048.32	0.002219094	-0.000141904	-0.000163083
851.7084	1041.06	0.002248612	-0.000142266	-0.000163445
863.8217333	1077.4	0.002275634	-0.000142266	-0.000163445
861.3984	1070.13	0.002276066	-0.000142266	-0.000163445
863.3850667	1091.93	0.002274935	-0.000162178	-0.000163083
863.3850667	1091.93	0.002274935	-0.000162178	-0.000163083
863.3850667	1091.93	0.002304219	-0.000162178	-0.000183465
860.9617333	1084.66	0.002304685	-0.000162178	-0.000163083
863.3850667	1091.93	0.002304219	-0.000162178	-0.000183465
863.3850667	1091.93	0.002333537	-0.000162178	-0.000183465
863.3850667	1091.93	0.002333537	-0.000162178	-0.000183465
878.3584	1121.01	0.002360758	-0.00016254	-0.000183827
864.9554	1099.2	0.002333071	-0.000162178	-0.000183465
877.9217333	1135.54	0.002389377	-0.000162178	-0.000183465
882.7684	1150.08	0.002388479	-0.000162178	-0.000163083
868.2317333	1106.47	0.00236189	-0.000162178	-0.000183465
880.3450667	1142.81	0.002388911	-0.000162178	-0.000183465
882.7684	1150.08	0.002417763	-0.000162178	-0.000183465
877.0687333	1135.54	0.002418662	-0.000162178	-0.000183465
882.7684	1150.08	0.002417763	-0.000162178	-0.000183465
882.7684	1150.08	0.002447048	-0.000162178	-0.000183465
880.3450667	1142.81	0.002418196	-0.000162178	-0.000183465
897.7450667	1179.17	0.002474269	-0.00016254	-0.000183827
902.1517333	1208.23	0.002472705	-0.000182453	-0.000203854
897.3084	1193.7	0.002473604	-0.000162178	-0.000183465
894.8850667	1186.43	0.00247407	-0.000182453	-0.000183465
899.7284	1200.96	0.002502456	-0.000162178	-0.000183465
897.3084	1193.7	0.002502888	-0.000162178	-0.000183465
899.7284	1200.96	0.002502456	-0.000162178	-0.000203854
898.8754	1200.96	0.00253174	-0.000182453	-0.000183465
896.4554	1193.7	0.002532173	-0.000162178	-0.000183465
904.5750667	1215.5	0.002530808	-0.000182453	-0.000203854
902.1517333	1208.23	0.002560559	-0.000182453	-0.000203854
904.5750667	1215.5	0.002560093	-0.000182453	-0.000203854
909.4217333	1230.04	0.002559194	-0.000182453	-0.000203854
915.8387333	1251.85	0.002587114	-0.000182453	-0.000203854
916.6917333	1251.85	0.002616399	-0.000182453	-0.000203854
924.3950667	1259.12	0.002615733	-0.000182815	-0.000204215
921.5350667	1266.38	0.0026155	-0.000182453	-0.000203854
921.5350667	1266.38	0.002644785	-0.000182453	-0.000203854
921.5350667	1266.38	0.002644785	-0.000182453	-0.000203854
918.2620667	1259.12	0.002645251	-0.000182453	-0.000203854
923.9584	1273.65	0.002644352	-0.000182453	-0.000203854
925.5287333	1280.92	0.002673171	-0.000182453	-0.000203854
939.3504	1317.27	0.002670908	-0.000202721	-0.000203854
941.3584	1310.01	0.002700426	-0.000182815	-0.000204215
934.0884	1288.2	0.002672472	-0.000203083	-0.000204215
940.9217333	1324.54	0.002729011	-0.000202721	-0.000224236
936.0750667	1310	0.002700659	-0.000182453	-0.000224236
938.4984	1317.27	0.002729477	-0.000202721	-0.000224236
943.7817333	1317.28	0.002729244	-0.000203083	-0.000224598
946.2017333	1324.54	0.002728778	-0.000182815	-0.000224598
940.9217333	1324.54	0.002758329	-0.000202721	-0.000224236
943.3450667	1331.81	0.002757863	-0.000202721	-0.000224236
948.1884	1346.34	0.002786249	-0.000202721	-0.000224236
943.3450667	1331.81	0.002787148	-0.000202721	-0.000224236
955.8950667	1353.62	0.00278555	-0.000203083	-0.000224598
948.1884	1346.34	0.002815534	-0.000202721	-0.000224236
963.1650667	1375.43	0.002813471	-0.000203083	-0.000224598
960.3050667	1382.69	0.002842555	-0.000222996	-0.000224236
962.7284	1389.96	0.002842089	-0.000202721	-0.000224236
960.3050667	1382.69	0.002842555	-0.000202721	-0.000224236
965.1517333	1397.23	0.002841624	-0.000202721	-0.000244624
962.7284	1389.96	0.002842089	-0.000202721	-0.000224236
962.7284	1389.96	0.002871374	-0.000222996	-0.000244624
969.9950667	1411.76	0.002899294	-0.000222996	-0.000244624
982.1117333	1448.11	0.002897031	-0.000222996	-0.000244624
982.5484	1433.58	0.002926981	-0.000223358	-0.000244986
979.6884	1440.84	0.002926782	-0.000222996	-0.000244624
974.8417333	1426.3	0.00292768	-0.000222996	-0.000244624
984.5350667	1455.38	0.002925883	-0.000222996	-0.000244624
986.9584	1462.65	0.002954702	-0.000222996	-0.000244624
982.1117333	1448.11	0.0029556	-0.000222996	-0.000244624
986.9584	1462.65	0.002954702	-0.000222996	-0.000244624
984.5350667	1455.38	0.002984452	-0.000222996	-0.000244624
989.3817333	1469.92	0.002983554	-0.000222996	-0.000265006
994.2250667	1484.45	0.003011906	-0.000222996	-0.000265006
1003.9184	1513.53	0.003010109	-0.000222996	-0.000265006
986.9584	1462.65	0.003013271	-0.000222996	-0.000265006
1006.341733	1520.8	0.003038928	-0.000243271	-0.000265006
991.8017333	1477.18	0.003041657	-0.000222996	-0.000265006
1009.201733	1513.54	0.003039161	-0.000223358	-0.000265368
1006.341733	1520.8	0.003068213	-0.000243271	-0.000265006
1003.9184	1513.53	0.003068679	-0.000243271	-0.000265006
1001.495067	1506.26	0.003069144	-0.000243271	-0.000265006
1013.611733	1542.61	0.003066848	-0.000243271	-0.000265006
1025.308733	1564.42	0.003094535	-0.000243633	-0.000265368
1018.455067	1557.14	0.003124519	-0.000243271	-0.000285395
1028.1484	1586.22	0.003122722	-0.000243271	-0.000285395
1028.1484	1586.22	0.003122722	-0.000243271	-0.000285395
1028.1484	1586.22	0.003152006	-0.000243271	-0.000285395
1033.431733	1586.23	0.003151773	-0.000243633	-0.000285757
1025.725067	1578.95	0.003152439	-0.000243271	-0.000285395
1027.2954	1586.22	0.003152006	-0.000243271	-0.000285395
1032.995067	1600.76	0.003180392	-0.000243271	-0.000285395
1037.8384	1615.29	0.003208745	-0.000263539	-0.000285395
1035.4184	1608.03	0.003179926	-0.000243271	-0.000285395
1052.3784	1658.91	0.00320605	-0.000263539	-0.000285395
1045.1084	1637.1	0.003207414	-0.000263539	-0.000285395
1047.531733	1644.37	0.003236233	-0.000263539	-0.000285395
1055.2384	1651.65	0.003235534	-0.000263901	-0.000306139
1049.955067	1651.64	0.003235767	-0.000263539	-0.000285395
1047.531733	1644.37	0.003265517	-0.000263539	-0.000305777
1066.915067	1702.52	0.003291174	-0.000263539	-0.000305777
1062.0684	1687.98	0.003292073	-0.000263539	-0.000305777
1052.3784	1658.91	0.003293903	-0.000263539	-0.000305777
1066.062067	1702.52	0.003320459	-0.000263539	-0.000305777
1069.775067	1695.26	0.003320692	-0.000284176	-0.000306139
1074.621733	1709.8	0.00331976	-0.000284176	-0.000306139
1069.3384	1709.79	0.003320026	-0.000283814	-0.000305777
1074.621733	1709.8	0.003349078	-0.000284176	-0.000306139
1071.761733	1717.06	0.003348845	-0.000283814	-0.000305777
1079.031733	1738.87	0.003376765	-0.000283814	-0.000305777
1079.031733	1738.87	0.003376765	-0.000283814	-0.000305777
1076.6084	1731.6	0.003377231	-0.000283814	-0.000305777
1088.721733	1767.94	0.003404253	-0.000283814	-0.000326166
1086.2984	1760.67	0.003404685	-0.000283814	-0.000326166
1088.721733	1767.94	0.003404253	-0.000283814	-0.000326166
1086.2984	1760.67	0.003404685	-0.000283814	-0.000305777
1088.721733	1767.94	0.003433537	-0.000283814	-0.000326166
1095.991733	1789.75	0.003432173	-0.000304082	-0.000326166
1098.415067	1797.02	0.003460991	-0.000304082	-0.000326166
1098.415067	1797.02	0.003460991	-0.000304082	-0.000326166
1102.408733	1811.56	0.003460093	-0.000304082	-0.000346548
1105.685067	1818.83	0.003488911	-0.000304082	-0.000346548
1103.261733	1811.56	0.003489377	-0.000304082	-0.000346548
1115.811733	1833.37	0.00348778	-0.000304444	-0.00034691
1108.105067	1826.09	0.003488479	-0.000304082	-0.000346548
1120.6584	1847.91	0.003516166	-0.000304444	-0.00034691
1112.951733	1840.63	0.003516865	-0.000304082	-0.000346548
1119.368733	1862.44	0.003544785	-0.000324357	-0.000346548
1117.7984	1855.17	0.003545218	-0.000304082	-0.000346548
1130.351733	1876.99	0.003572938	-0.000324719	-0.00034691
1121.792067	1869.71	0.003573604	-0.000324357	-0.000366937
1125.0684	1876.98	0.003573171	-0.000324357	-0.000346548
1125.0684	1876.98	0.003573171	-0.000324357	-0.000346548
1129.915067	1891.52	0.003601524	-0.000324357	-0.000346548
1139.605067	1920.59	0.003599727	-0.000324357	-0.000366937
1140.041733	1906.06	0.003600392	-0.000324719	-0.000367299
1146.022067	1942.4	0.003627647	-0.000324357	-0.000366937
1142.0284	1927.86	0.003628545	-0.000324357	-0.000346548
1146.875067	1942.4	0.003656931	-0.000324357	-0.000366937
1146.875067	1942.4	0.003656931	-0.000324357	-0.000366937
1161.8484	1971.48	0.003684186	-0.000324719	-0.000387681
1150.868733	1956.94	0.003685317	-0.000324357	-0.000366937
1173.965067	2007.83	0.003711174	-0.000324719	-0.000367299
1151.721733	1956.94	0.003685317	-0.000344632	-0.000366937
1158.9884	1978.74	0.003713238	-0.000344632	-0.000387319
1158.1354	1978.74	0.003713238	-0.000344632	-0.000366937
1166.2584	2000.55	0.003711873	-0.000344632	-0.000387319
1178.811733	2022.37	0.00373956	-0.000344993	-0.000387681
1175.951733	2029.63	0.003739361	-0.000344632	-0.000387319
1171.105067	2015.09	0.003769544	-0.0003649	-0.000387319
1168.681733	2007.82	0.00377001	-0.0003649	-0.000387319
1178.811733	2022.37	0.003768845	-0.000344993	-0.000387681
1175.951733	2029.63	0.00379793	-0.000344632	-0.000387319
1172.6754	2022.36	0.003798396	-0.0003649	-0.000387319
1190.925067	2058.71	0.003825151	-0.000365262	-0.000408069
1192.911733	2080.51	0.003824053	-0.0003649	-0.000407707
1198.195067	2080.52	0.003823787	-0.000365262	-0.000408069
1198.195067	2080.52	0.003853104	-0.000365262	-0.000408069
1195.335067	2087.78	0.003852872	-0.0003649	-0.000407707
1192.911733	2080.51	0.003853337	-0.0003649	-0.000407707
1195.335067	2087.78	0.003852872	-0.0003649	-0.000407707
1197.7584	2095.05	0.00388169	-0.0003649	-0.000407707
1220.001733	2145.94	0.00390758	-0.000385536	-0.000428451
1202.601733	2109.58	0.003910076	-0.0003649	-0.000407707
1202.601733	2109.58	0.003910076	-0.0003649	-0.000428089
1217.141733	2153.2	0.003936665	-0.000385174	-0.000428089
1217.5784	2138.67	0.003937331	-0.000385536	-0.000428451
1226.831733	2182.27	0.003934835	-0.000385174	-0.000428089
1221.9884	2167.74	0.003935733	-0.000385174	-0.000428089
1227.2684	2167.74	0.003964785	-0.000385536	-0.000428451
